Iteration	Posterior	Likelihood	Prior	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	turnover
125600	-6028.553	-4569.582	-1458.971	0.0006896366	-0.0004765821	0.1274067	0.001640909	9	629.2168	0.1269302	467.752	412.848	417.902	412.823	401.701	401.592	397.206	395.844	395.449	396.584	395.714	393.832	398.018	390.016	390.722	389.989	390.246	388.95	388.176	388.997	386.607	388.739	384.223	362.54	373.848	374.671	371.796	370.465	373.772	354.125	353.342	304.614	292.134	286.009	283.003	280.773	283.818	273.693	283.363	281.257	281.648	283.413	283.501	280.98	281.556	276.584	274.689	274.785	268.793	268.363	267.263	266.991	247.845	249.618	252.15	215.254	211.236	208.142	205.42	205.779	204.484	176.346	172.986	112.428	116.301	83.4903	76.817	48.6755	33.4238	63.2669	212.025	210.99	209.587	240.417	240.376	282.159	282.096	296.551	293.187	316.044	336.476	333.124	333.091	351.187	373.21	374.444	376.165	377.669	382.638	384.117	382.29	385.352	400.418	399.589	403.828	398.403	399.1	402.86	403.105	393.5	423.516	429.358	428.385	473.315	464.518	472.883	476.235	480.479	478.25	1.003755
125700	-6022.339	-4556.807	-1465.532	0.0006241884	0.002432822	0.1247619	0.001506476	9	628.4019	0.1271947	469.358	412.848	413.001	413.861	402.29	401.642	394.29	395.365	398.867	387.171	393.998	395.565	397.055	393.017	390.632	392.324	391.437	385.378	386.039	387.192	386.096	386.273	376.318	381.643	375.997	368.843	375.147	372.039	373.541	359.095	350.152	297.59	290.875	286.88	283	281.463	283.015	280.964	281.621	283.821	281.519	283.02	283.261	280.751	281.835	276.374	274.978	275.778	265.184	258.997	267.181	266.996	247.845	251.345	254	213.7	209.399	210.399	205.86	201.122	201.101	184.69	172.045	111.959	115.431	85.872	75.1491	40.8062	32.3906	61.553	209.298	212.5	212.338	244.593	239.929	281.733	286.679	293.754	292.002	313.224	336.476	336.623	338.376	353.296	374.727	370.8	374.113	378.708	384.798	379.823	378.493	387.45	402.301	400.146	396.07	404.563	399.1	400.678	408.538	393.5	424.461	431.163	431.392	472.721	465.142	473.289	476.745	482.058	483.417	0.9808732
125800	-6014.23	-4564.916	-1449.313	0.0006595704	0.001356628	0.1443368	0.002128652	10	618.594	0.1456934	466.568	412.848	413.358	414.512	406.67	403.004	394.743	397.049	395.03	386.106	393.817	394.806	397.56	391.741	391.965	391.435	390.378	388.896	387.496	386.435	386.881	385.471	380.116	379.947	376.274	369.556	369.672	368.819	374.918	356.44	350.127	298.04	293.09	281.05	283.544	282.929	283.42	282.202	284.592	279.294	280.884	283	284.604	281.085	281.015	278.437	274.448	274.651	272.166	255.63	267.573	266.608	248.387	253.746	253.761	213.316	211.334	210.878	203.273	203.622	201.1	184.69	172.772	112.03	115.261	81.3498	77.222	44.7649	33.2409	65.9789	209.846	211.527	208.973	243.016	244.139	282.929	289.113	293.123	296.785	315.119	336.086	336.024	335.625	349.801	373.969	370.23	374.795	382.353	383.189	385.264	378.505	387.508	404.529	402.709	401.087	403.029	399.1	402.436	408.908	393.5	419.198	429.35	426.111	474.251	469.637	477.072	473.752	480.445	477.03	0.9906885
125900	-6022.239	-4575.499	-1446.74	0.0006905926	0.001851762	0.1320078	0.001740794	10	628.5066	0.1338596	480.41	412.848	417.975	412.811	394.534	401.668	397.22	395.511	397.188	397.571	394.324	398.098	397.804	393.06	389.247	391.576	391.754	386.406	388.985	386.188	386.628	388.447	377.963	385.082	374.182	369.118	374.139	368.756	370.333	356.154	351.955	303.774	291.97	285.124	283.001	281.024	283.451	283.963	284.086	277.049	280.975	283.86	283.291	281.475	281.081	277.16	275.813	274.153	266.634	267.267	267.375	266.57	253.822	253.431	253.427	213.472	211.023	210.706	202.54	206.618	203.258	180.962	175.818	112.662	114.312	81.4985	75.7784	49.1647	33.0327	63.0628	211.04	213.155	211.987	245.106	243.583	283.436	285.455	294.131	291.728	315.252	335.324	332.498	333.909	350.857	369.066	374.223	375.771	383.214	377.555	385.264	378.191	388.087	403.685	402.132	393.3	402.874	399.1	403.63	401.122	393.5	423.688	432.259	427.396	475.829	463.868	472.911	476.124	479.362	485.12	0.9861664
126000	-6027.76	-4568.428	-1459.332	0.0006688558	0.0003898286	0.1239219	0.001621947	6	625.3856	0.1243118	471.013	413.501	412.137	412.196	394.534	403.685	395.073	396.298	395.19	387.662	394.281	395.433	399.152	389.977	392.349	392.537	389.515	388.314	387.739	385.719	385.861	388.447	383.999	378.564	375.122	374.397	369.519	370.213	373.171	357.559	351.384	312.628	290.913	280.737	283.443	281.024	284.141	283.773	283.946	278.307	281.048	283.029	284.313	280.96	280.734	278.141	274.831	274.301	265.918	261.855	267.119	266.743	254.745	247.935	251.946	215.977	210.568	211.974	202.777	202.157	201.838	186.298	173.376	114.687	113.941	82.7385	76.7198	47.7251	32.436	64.5861	212.505	211.294	210.113	243.129	244.105	283.692	287.659	293.527	291.178	317.098	335.699	332.18	333.455	351.507	373.82	371.56	375.514	377.55	385.015	384.934	379.91	386.063	401.575	401.014	402.193	403.824	399.1	404.501	401.561	393.5	423.688	425.483	429.663	473.117	467.749	476.295	474.984	481.754	486.576	0.9968641
126100	-6009.721	-4562.171	-1447.551	0.0006613172	0.0004237099	0.1200596	0.001969318	11	624.5911	0.1204833	463.251	411.41	411.891	413.326	408.986	404.287	397.132	393.546	399.171	396.324	394.856	395.623	398.021	389.119	389.113	390.134	391.601	388.401	388.028	388.241	388.721	388.929	383.333	383.282	373.704	374.686	373.19	370.117	371.296	357.816	352.586	304.054	291.521	282.888	283.238	283.081	284.233	275.953	281.245	282.463	282.248	283.177	283.486	280.874	282.996	282.663	274.913	273.626	270.191	268.282	267.33	266.886	249.15	250.315	251.344	213.3	209.653	211.974	206.273	201.422	201.672	177.898	177.768	111.465	113.416	79.73	75.1286	45.0611	34.6741	64.7722	209.429	210.308	209.91	238.558	241.9	281.694	286.036	293.341	295.505	313.737	335.748	334.559	334.263	353.755	372.319	373.339	375.741	384.054	380.999	378.74	377.182	386.928	400.649	404.277	402.935	397.739	399.1	402.897	407.191	393.5	422.346	431.893	430.2	474.884	470.004	474.787	472.818	481.407	485.283	0.9964832
126200	-6015.164	-4568.87	-1446.294	0.0006905097	0.001117351	0.1070542	0.002394453	11	620.6478	0.1081715	486.715	412.94	412.591	414.551	408.986	403.201	395.987	394.263	395.592	385.738	398.407	394.635	398.08	390.632	393.378	391.585	391.996	388.287	387.533	386.737	385.965	387.391	379.125	378.728	374.524	373.618	372.168	371.616	374.909	357.141	353.033	311.158	290.992	282.558	283	283.698	284.446	275.85	282.971	282.626	283.419	283.717	284.66	282.407	280.802	280.205	274.42	275.59	272.4	256.924	267.57	266.613	253.514	253.184	253.5	213.3	208.285	209.996	207.678	201.277	201.128	175.663	177.01	111.38	116.825	85.8107	76.1288	37.0896	32.1921	61.5303	210.299	210.353	211.172	240.626	241.242	282.184	284.222	293.407	290.657	315.053	333.989	334.215	338.066	349.851	372.585	372.792	373.895	380.509	384.759	381.365	378.647	385.619	401.066	404.334	403.708	399.543	399.535	400.444	402.102	393.855	421.739	431.799	428.297	476.197	477.169	473.215	474.71	479.677	486.851	0.9896706
126300	-6020.756	-4568.273	-1452.482	0.0006076384	-0.001471044	0.1024095	0.001952515	12	627.6247	0.1009385	482.475	418.673	412.445	412.811	385.564	401.87	399.372	397.434	398.767	397.826	398.407	396.278	399.405	392.192	391.241	392.116	391.149	387.147	385.821	387.282	389.049	387.895	378.733	375.902	375.337	373.618	370.342	368.739	369.459	355.582	350.258	309.032	290.054	282.453	283	283.762	283.348	273.992	281.575	282.446	283.269	283.548	283.54	282.799	281.571	282.721	273.952	274.195	267.141	266.948	267.313	267.095	248.017	252.039	245.781	213.303	212.469	210.788	202.633	201.436	201.105	175.527	175.339	111.115	113.357	85.6841	75.8044	39.4415	33.8596	62.0744	212.931	211.708	212.633	243.277	241.576	284.539	278.721	296.439	294.611	314.245	331.474	332.413	341.755	350.227	368.605	373.901	376.7	377.46	383.274	379.761	376.946	385.777	402.946	403.545	402.601	401.529	399.386	404.449	403.139	393.518	421.227	429.243	430.083	474.148	472.843	475.353	473.461	480.162	482.509	1.014574
126400	-6022.139	-4560.648	-1461.492	0.0006644345	0.002579997	0.1178928	0.001854088	8	623.7607	0.1204728	466.668	411.31	414.039	414.245	408.766	401.593	394.372	394.348	399.198	394.294	397.061	398.724	397.22	390.6	391.974	390.331	391.458	387.004	386.836	388.922	387.94	385.789	376.752	380.53	376.617	372.691	370.147	371.727	372.572	356.292	351.928	306.831	290.579	281.62	283.332	283.648	284.439	282.808	283.089	276.426	282.702	283.753	283.595	281.094	281.399	280.005	274.796	274.451	265.286	267.77	267.417	266.834	248.089	252.479	247.191	213.3	208.507	209.375	206.814	202.899	202.47	189.966	175.887	116.029	112.005	85.445	75.6493	44.0753	34.2838	65.0934	211.628	212.8	208.687	244.187	241.477	281.142	278.748	294.998	286.672	314.781	331.465	332.412	340.778	350.097	371.976	370.861	373.83	381.202	383.429	384.804	382.138	388.672	402.464	402.775	400.044	400.317	399.158	400.901	401.799	397.237	420	432.714	425.933	477.24	464.729	475.177	475.9	481.895	481.252	0.9785844
126500	-6022.61	-4561.216	-1461.394	0.0006443818	0.003097641	0.1363046	0.001552094	6	618.5589	0.1394022	479.888	413.701	412.942	412.861	404.543	400.482	394.156	396.94	396.157	387.361	392.833	395.227	399.346	391.269	391.692	390.806	390.26	386.239	388.243	386.889	388.933	385.91	377.702	378.936	375.933	371.821	374.674	373.235	373.91	358.607	352.96	309.975	290.105	280.897	283.018	282.582	284.073	276.889	284.127	276.648	283.041	283.004	284.414	282.874	280.765	280.465	273.677	275.843	265.625	259.743	267.394	266.535	256.015	249.182	251.038	213.309	209.624	212.431	206.735	201.28	201.712	194.051	176.316	116.463	112.43	86.8932	77.5158	46.8294	35.5151	64.2273	209.766	211.027	212.475	239.688	241.747	280.909	284.397	296.687	286.672	314.805	334.099	332.461	335.21	350.267	369.836	375.188	374.005	380.69	381.758	381.501	384.355	386.531	400.641	403.61	403.848	397.164	399.101	401.247	401.465	394.2	419.961	428.398	431.059	475.633	463.935	475.737	477.191	479.847	476.104	0.9777791
126600	-6014.204	-4564.525	-1449.679	0.0006847468	-0.002947138	0.1337138	0.002388296	10	627.0778	0.1307667	465.952	412.177	412.214	413.958	404.562	402.224	394.129	398.958	395.014	392.464	396.335	395.265	398.195	391.378	391.11	389.62	390.936	385.944	388.739	385.774	387.912	387.361	380.59	375.555	374.876	375.181	374.349	370.572	371.61	358.136	351.683	308.613	289.839	284.405	283.428	283.1	283.769	281.196	280.865	281.271	281.085	284.278	283.268	281.986	281.765	282.004	274.732	273.937	269.892	269.319	267.311	266.953	247.379	249.731	252.878	213.541	212.862	208.278	207.919	206.346	202.808	177.869	174.756	111.704	113.2	86.8932	76.6809	43.2897	34.606	63.3307	212.525	213.218	211.656	239.806	239.333	281.097	285.848	296.234	294.056	317.34	335.388	332.803	337.543	353.775	373.501	372.075	376.279	378.107	380.903	378.645	384.376	387.55	400.73	402.115	398.687	397.426	399.175	400.473	403.217	393.545	423.962	424.546	429.456	474.527	474.735	477.037	477.091	480.238	486.554	1.022537
126700	-6020.862	-4563.278	-1457.583	0.000764528	0.002983571	0.1223361	0.001603105	7	628.3434	0.1253197	463.617	413.237	413.396	412.847	399.999	401.242	398.996	395.666	395.074	399.266	397.059	393.967	397.22	389.905	392.077	391.341	391.243	387.307	388.297	386.049	388.736	387.3	383.018	378.879	373.991	369.186	371.637	368.89	374.747	357.974	351.727	305.354	291.951	289.003	283	283.1	283.966	273.682	283.589	283.697	283.093	283.09	283.643	281.191	282.491	278.702	275.833	274.433	267.837	261.876	267.528	266.596	247.644	245.644	253.405	215.772	211.323	208.1	203.362	204.635	207.058	182.932	175.202	116.803	112.021	80.66	75.2205	44.3093	35.9893	60.8707	210.495	208.645	210.977	244.143	244.454	283.801	287.973	293.304	294.025	318.285	331.793	336.085	335.688	350.357	368.746	372.837	376.314	384.602	384.399	383.444	384.448	386.354	402.305	402.542	403.492	404.121	401.111	404.101	405.505	393.5	420.715	430.767	432.347	476.514	473.142	474.297	476.647	480.374	476.608	0.9761923
126800	-5991.245	-4560.978	-1430.267	0.0007093028	0.003444102	0.1187247	0.002168525	12	627.6481	0.1221688	463.617	412.581	414.376	415.095	406.925	402.296	398.789	395.666	394.526	387.831	392.818	398.129	397.914	391.847	391.503	391.833	389.131	388.06	388.401	388.046	387.559	387.774	374.486	364.176	374.406	372.628	372.697	371.133	369.089	358.475	350.381	302.992	290.879	282.103	283	282.631	283.434	284.549	283.408	281.928	282.615	283.171	284.627	281.924	281.499	276.814	275.564	273.901	267.658	268.038	267.215	267.086	248.958	254.256	256.185	213.623	208.805	210.053	202.233	206.754	201.106	176.274	174.476	112.16	113.658	83.2428	78.1251	44.0887	35.9578	62.2323	211.551	212.148	209.684	244.456	245	284.726	284.469	293.587	290.341	319.357	332.262	335.007	339.457	349.943	372.382	373.9	375.965	377.857	380.512	384.75	381.152	386.504	399.7	400.558	390.246	397.273	399.157	402.057	404.291	393.5	422.997	430.044	426.132	475.44	467.59	473.065	475.173	480.492	479.84	0.9718087
126900	-5996.756	-4549.302	-1447.454	0.0006942973	-0.002018489	0.1343645	0.002120724	9	627.1292	0.132346	473.28	411.576	413.059	414.426	407.07	403.496	397.257	394.15	394.998	388.308	392.845	394.053	397.064	393.499	392.988	390.03	389.312	386.29	386.409	385.964	386.305	385.705	378.521	372.395	374.453	374.863	368.604	371.019	372.673	356.942	350.418	306.985	291.483	282.902	283.008	282.501	284.614	277.077	282.106	283.131	284.44	283.085	283.219	281.924	281.243	276.389	275.505	275.852	272.008	258.995	267.448	266.718	249.041	249.32	249.299	213.728	211.881	211.027	207.265	207.696	202.878	177.431	176.633	111.118	116.646	85.4388	77.228	42.1221	32.5958	65.2645	210.679	208.692	212.899	245.264	244.716	283.513	286.439	293.318	295.036	314.219	335.948	334.841	341.705	350.423	373.034	372.148	373.781	379.171	382.369	383.311	382.474	388.776	401.947	400.06	403.159	403.235	399.1	399.569	408.239	393.5	422.376	430.341	429.448	474.029	472.039	474.272	474.696	480.674	485.39	1.015252
127000	-6007.208	-4551.096	-1456.113	0.0006456204	0.0007402325	0.09862236	0.001630263	11	629.9727	0.0993626	466.004	413.607	416.24	414.453	401.746	403.905	396.833	394.198	395.172	398.168	394.387	394.743	397.404	392.93	389.856	389.249	390.451	387.833	387.187	385.964	388.453	387.705	375.792	380.161	373.951	372.536	373.58	372.444	373.934	356.354	349.806	303.588	291.338	288.586	283.001	283.225	284.269	274.098	280.928	276.431	282.719	283.107	284.02	282.096	281.502	278.379	275.432	274.55	270.239	263.137	267.183	266.861	247.267	256.181	246.488	213.305	210.15	208.341	204.984	201.803	201.626	177.177	173.363	111.104	112.082	86.0001	78.113	40.8925	34.6385	62.1235	213.023	212.932	209.193	244.583	239.828	281.313	288.179	294.239	285.694	316.872	332.461	333.499	337.488	353.13	374.971	373.558	376.324	379.382	381.81	383.792	382.235	388.161	404.316	403.775	391.957	402.498	399.1	400.519	405.968	393.5	424.22	431.011	428.709	472.841	464.944	473.071	476.032	479.103	475.503	0.9925502
127100	-6024.119	-4570.195	-1453.924	0.0006576383	0.002380046	0.09124835	0.002330984	10	620.1509	0.0936284	476.249	414.776	414.138	414.694	405.004	400.807	395.945	396.411	397.019	392.812	396.784	395.965	397.248	390.019	391.573	390.702	390.383	386.717	386.31	388.066	388.242	386.615	377.575	375.269	374.158	371.047	373.037	373.574	370.927	358.855	349.817	308.704	290.622	281.419	284.646	281.497	284.652	284.272	282.999	283.54	283.495	283.587	283.264	282.089	281.704	278.175	274.143	274.222	272.356	263.137	267.273	267.094	250.086	247.454	247.242	213.326	210.891	209.224	203.084	203.495	201.257	175.855	176.355	116.668	116.008	85.6805	77.1682	43.5951	33.283	62.58	210.668	209.557	209.406	244.624	239.897	284.717	286.327	293.503	285.792	317.276	335.471	335.559	341.892	350.285	374.971	372.562	374.201	377.764	384.409	379.169	384.705	386.57	403.41	403.432	404.049	402.312	399.1	401.154	401.834	393.5	420.914	429.284	426.752	475.585	470.059	476.812	474.962	481.063	476.702	0.9745799
127200	-6022.91	-4576.641	-1446.27	0.0007344577	-0.001161063	0.09097893	0.002231868	14	628.0473	0.08981786	474.111	418.147	417.018	412.927	387.467	400.355	395.336	396.48	394.095	385.739	394.029	398.92	398.475	393.095	389.483	390.441	389.401	387.65	385.969	386.294	385.861	385.681	382.69	365.331	375.297	371.047	373.971	374.81	369.467	355.828	352.706	300.999	291.107	281.544	283.054	283.01	283.048	278.982	283.746	277.407	282.091	284.255	284.782	282.191	281.296	279.564	275.648	275.867	270.983	257.892	267.473	266.622	246.354	248.219	248.928	213.888	211.67	209.56	203.381	205.822	201.389	174.821	173.367	111.493	111.835	81.5441	75.5902	44.9095	35.3786	65.0842	211.843	208.265	208.661	240.294	242.974	281.952	281.915	293.388	294.271	316.817	331.006	333.327	335.01	351.958	374.986	371.848	376.501	377.186	379.752	377.716	384.914	388.957	400.459	401.824	404.266	404.024	404.149	400.232	404.001	393.5	424.491	430.667	433.532	476.364	466.704	475.37	474.078	480.874	475.623	1.012927
127300	-6009.831	-4559.782	-1450.049	0.0006866906	0.002811722	0.1135695	0.002111275	10	625.7495	0.1163812	468.342	413.027	411.867	412.484	405.072	402.609	394.863	394.155	394.095	395.278	394.434	398.92	396.69	390.515	392.878	392.57	391.977	385.835	386.988	388.918	388.7	386.092	374.45	383.938	374.205	371.518	370.977	375.051	375.02	358.13	352.992	300.999	290.122	284.748	283.001	281.067	283.949	284.495	284.739	282.344	281.94	283.035	284.504	282.105	282.575	282.294	275.77	274.459	268.402	264.641	267.57	266.553	253.89	251.217	251.136	214.271	209.99	212.632	205.793	206.428	204.061	177.834	172.179	111.131	113.135	80.6221	75.1519	45.2269	33.9898	60.2097	212.512	212.437	210.588	239.193	240.542	283.16	288.765	293.416	294.4	319.85	333.798	333.821	338.76	351.088	373.577	371.077	375.904	381.672	380.37	383.178	380.536	388.08	402.396	402.305	397.041	401.809	399.177	400.452	401.782	393.5	420.461	431.971	424.517	473.012	471.539	475.57	472.9	481.852	482.381	0.9758404
127400	-6011.955	-4550.768	-1461.186	0.0006491199	0.001061796	0.135178	0.001478573	7	627.1839	0.1362398	476.768	412.695	412.424	414.819	397.85	400.906	395.395	397.244	394.123	388.876	394.19	394.423	398.875	393.064	390.952	389.911	389.738	385.861	387.841	388.901	386.917	388.398	376.051	372.827	374.912	371.341	371.459	373.197	374.3	357.386	349.852	308.507	290.093	281.586	283	280.723	284.069	279.572	280.88	277.985	281.158	283.011	283.13	280.854	281.252	278.857	274.397	275.233	265.604	266.16	267.412	266.692	256.171	253.294	247.14	213.301	208.878	212.481	204.735	201.595	201.385	179.151	174.532	116.325	112.59	83.2524	77.2436	37.3275	35.7947	60.4603	210.385	211.862	210.712	243.225	243.244	282.572	270.424	296.003	291.332	319.218	333.706	332.859	331.999	349.803	375.178	369.803	374.075	377.352	383.181	381.889	385.125	386.865	402.501	401.382	395.081	400.268	399.727	399.903	404.213	394.716	421.169	429.8	426.974	476.898	472.419	476.882	472.96	481.23	476.496	0.9922064
127500	-6010.984	-4544.91	-1466.074	0.0006516304	-0.002119551	0.1393584	0.001332421	7	628.9518	0.1372389	479.726	413.107	411.92	413.885	405.24	401.109	395.315	394.954	398.669	399.439	394.488	399.317	397.146	393.332	390.237	391.703	390.909	386.645	385.379	388.963	387.769	387.665	380.532	381.744	374.439	372.027	374.599	373.197	371.048	359.194	352.667	308.871	293.019	281.052	283	280.956	283.732	279.572	284.153	284.505	282.238	283.056	284.747	282.337	280.808	279.771	275.455	274.427	265.911	269.417	267.171	266.652	256.171	254.605	247.663	215.969	212.124	213.042	204.165	202.323	201.489	192.458	177.579	111.238	113.973	88.1729	76.9962	44.2123	35.3146	66.1636	208.698	209.429	212.836	242.645	244.479	280.943	282.701	293.408	292.995	317.758	333.158	330.967	331.999	349.814	371.544	370.492	374.267	379.538	377.615	382.501	377.545	388.008	401.133	403.078	402.259	401.39	399.116	403.111	409.223	393.648	421.614	426.482	429.381	473.921	464.445	472.833	474.52	479.384	483.001	1.015444
127600	-6009.906	-4556.41	-1453.496	0.0006553042	-0.00455487	0.1527292	0.001516649	10	629.1206	0.1481743	464.192	411.629	412.643	413.885	394.136	404.312	395.154	394.91	396.873	385.524	397.814	396.092	398.945	393.366	392.034	391.518	391.58	388.371	389.019	388.021	388.188	388.061	382.842	374.956	374.976	372.391	368.868	370.184	370.533	354.362	353.52	308.959	290.96	284.131	283	282.629	283.884	275.649	284.035	278.482	283.418	284.615	283.231	282.909	281.463	276.726	275.057	275.273	272.475	252.544	267.137	266.931	248.7	245.973	253.798	213.354	212.165	211.459	207.481	202.578	201.103	192.458	175.421	111.829	113.973	83.0362	76.6474	46.8325	36.0889	62.9062	211.937	211.455	210.224	238.442	239.365	284.573	280.706	294.329	292.776	318.088	336.012	334.409	337.674	349.803	374.774	369.72	374.02	381.852	379.891	382.869	384.453	387.098	400.857	400.096	402.259	403.1	399.108	400.452	404.252	393.621	423.805	432.776	427.641	473.921	466.816	475.708	475.695	481.01	480.241	1.03074
127700	-6016.588	-4548.417	-1468.171	0.0006510776	0.003956637	0.1627024	0.001126408	10	629.9745	0.1666591	475.613	411.629	413.14	413.57	404.044	401.588	395.339	396.702	394.896	396.169	394.074	397.294	398.559	391.086	390.938	391.509	390.213	388.9	387.343	387.428	388.016	385.609	374.117	371.215	376.588	371.672	370.268	374.535	370.177	355.613	351.606	304.558	291.41	283.927	283	281.08	283.474	283.175	282.314	284.252	282.062	283.043	283.945	280.768	281.789	279.436	275.057	274.622	265.657	266.854	267.529	267.014	250.047	246.75	246.652	215.645	212.157	211.242	207.071	202.249	203.063	188.272	177.506	115.043	114.161	79.7803	75.367	43.3911	35.2908	63.1201	213.209	211.622	210.395	244.914	240.104	284.019	282.385	293.195	296.773	316.15	333.823	336.47	337.636	349.808	370.08	370.11	375.896	381.625	382.117	382.644	384.453	387.575	400.159	404.427	395.755	399.383	399.268	400.12	400.085	393.5	421.607	430.907	426.622	476.226	470.869	474.956	476.521	481.091	480.797	0.9762591
127800	-6030.124	-4568.825	-1461.299	0.0006702619	-0.0008511913	0.1557769	0.001883127	8	616.8131	0.1549257	472.751	411.629	418.348	414.954	394.345	402.676	394.324	396.309	399.128	398.58	395.398	397.354	397.689	392.082	391.157	391.732	389.454	386.662	388.468	387.572	386.371	385.617	378.916	364.463	376.383	370.655	374.372	374.56	371.413	358.017	350.911	307.798	291.267	281.835	283.527	283.77	284.234	274.743	282.965	283.318	284.501	283	284.423	282.64	281.05	279.436	274.54	274.452	265.679	266.854	267.248	266.682	249.599	249.179	252.333	213.317	209.928	208.138	207.686	204.06	203.291	184.165	176.847	116.882	114.588	86.0839	77.5509	44.084	35.1944	65.0839	209.565	209.919	209.139	244.914	243.114	282.865	287.746	293.37	285.959	317.651	334.255	335.342	335.104	353.751	372.34	374.252	376.182	380.702	379.802	385.189	381.539	388.002	403.319	402.413	396.399	403.589	399.103	400.922	407.583	393.5	423.374	427.678	429.548	476.574	474.161	474.63	475.512	479.836	483.295	1.005494
127900	-6014.568	-4554.087	-1460.482	0.0006447318	0.001680244	0.2015383	0.001102973	8	629.8433	0.2032186	485.431	411.629	413.156	413.124	401.387	401.55	396.714	396.493	394.548	393.744	397.964	396.372	398.368	391.737	393.074	391.196	391.46	388.914	385.769	387.202	387.871	386.811	383.379	379.7	374.656	370.419	370.938	370.296	374.834	358.196	351.897	306.578	290.74	284.013	283.003	284.473	284.496	274.337	282.767	275.908	283.847	283.173	284.479	281.684	282.455	276.672	273.893	274.928	269.705	267.027	267.487	266.617	249.783	247.044	245.647	213.339	212.553	213.075	206.724	206.395	206.288	179.734	177.088	113.58	115.49	85.9054	77.0223	42.3154	35.2007	62.7769	208.782	213.005	212.73	242.865	245.285	281.635	287.746	296.356	289.115	316.309	336.579	331.939	337.812	349.826	373.652	374.665	376.42	382.194	379.767	385.295	379.892	386.771	401.372	403.368	398.195	402.971	399.101	402.937	404.75	393.5	423.374	432.345	431.606	473.274	475.424	475.559	475.53	481.326	481.694	0.9917318
128000	-6033.498	-4562.586	-1470.912	0.0006911812	-0.0004440816	0.2116387	0.0009292113	5	629.4129	0.2111946	480.436	411.327	413.921	412.557	401.799	400.482	394.164	395.49	399.234	391.212	394.231	398.571	398.58	390.404	392.701	389.54	389.874	388.331	388.678	386.199	385.529	385.517	377.956	368.909	375.458	374.414	370.971	372.804	370.056	356.419	352.151	310.317	292.062	286.298	283.072	282.51	284.599	279.237	284.31	279.625	281.841	284.574	283.078	281.445	282.71	280.88	274.905	273.988	266.502	262.523	267.471	266.925	255.147	245.82	247.161	213.301	208.315	212.309	204.058	204.727	203.029	184.629	176.989	113.2	111.883	87.1757	75.3018	44.5734	34.0027	66.5065	209.632	211.63	212.124	238.528	243.025	284.799	277.963	293.63	296.808	313.964	331.604	333.228	339.726	349.965	372.932	368.613	375.499	377.801	379.091	381.13	385.284	385.578	401.531	404.543	393.049	399.088	399.1	404.55	399.765	393.5	421.915	432.156	425.327	476.454	464.508	473.207	476.96	479.555	484.128	1.002103
128100	-6007.035	-4571.535	-1435.5	0.0007327408	-0.004127534	0.1559823	0.001901391	9	606.2907	0.1518547	463.735	414.752	416.155	412.99	407.944	401.487	394.992	398.871	394.886	399.094	392.814	394.461	397.534	389.213	391.806	389.446	392.176	388.56	385.836	388.479	388.374	388.327	374.098	375.459	374.769	369.15	370.614	371.009	373.313	356.262	352.733	301.396	290.529	288.883	283	283.474	284.049	273.691	283.578	282.086	283.448	284.541	283.881	282.531	281.591	276.27	273.887	274.7	265.629	255.051	267.362	266.605	249.377	254.209	255.54	213.3	208.902	210.439	203.766	202.213	201.65	184.409	171.934	113.354	113.88	87.0823	77.508	41.2107	34.4	60.1951	213.187	209.703	212.124	238.964	239.676	281.854	287.781	295.909	288.39	314.507	336.579	333.844	339.875	349.899	370.566	368.831	374.576	378.159	381.671	379.886	377.701	388.792	402.154	401.544	403.028	402.052	399.1	400.26	403.019	393.5	420.612	431.794	431.138	476.83	467.115	474.344	474.614	480.822	481.768	1.027181
